"","X1","txn_id","customer_id","trans_date","tran_amount"
"6696",29392,29392,"CS5534","14-Oct-14",73
"6697",29399,29399,"CS5034","06-Apr-13",52
"6698",29401,29401,"CS3568","27-Dec-13",92
"6699",29419,29419,"CS3810","28-Aug-13",67
"6700",29424,29424,"CS4663","12-Feb-13",41
"6701",29425,29425,"CS3925","21-Aug-13",100
"6702",29427,29427,"CS5547","01-Mar-14",50
"6703",29431,29431,"CS3071","02-Mar-13",95
"6704",29434,29434,"CS1219","29-Aug-13",77
"6705",29439,29439,"CS1319","12-Jan-13",82
"6706",29446,29446,"CS1696","14-Mar-13",75
"6707",29450,29450,"CS2867","01-Aug-14",93
"6708",29464,29464,"CS3758","20-Jan-12",71
"6709",29466,29466,"CS4024","18-Oct-12",83
"6710",29469,29469,"CS5994","19-Aug-12",104
"6711",29479,29479,"CS3890","03-Oct-11",59
"6712",29487,29487,"CS1959","18-Jan-13",87
"6713",29493,29493,"CS1906","13-Jan-13",93
"6714",29499,29499,"CS5063","01-Sep-13",59
"6715",29509,29509,"CS5211","05-Aug-12",73
"6716",29515,29515,"CS4964","07-Feb-15",46
"6717",29520,29520,"CS2729","26-Jul-14",75
"6718",29526,29526,"CS4732","25-Oct-11",58
"6719",29534,29534,"CS1481","16-Nov-11",55
"6720",29539,29539,"CS1171","27-Nov-13",87
"6721",29544,29544,"CS5260","19-Sep-12",86
"6722",29547,29547,"CS3501","23-Sep-11",64
"6723",29554,29554,"CS4738","09-Oct-14",64
"6724",29564,29564,"CS4723","26-Sep-11",87
"6725",29565,29565,"CS4991","24-Aug-14",100
"6726",29569,29569,"CS2390","26-Oct-11",78
"6727",29570,29570,"CS2252","05-Mar-12",35
"6728",29576,29576,"CS2592","30-Jan-15",71
"6729",29579,29579,"CS4623","24-Jul-12",63
"6730",29589,29589,"CS2232","07-Aug-13",50
"6731",29596,29596,"CS2724","11-Sep-11",62
"6732",29605,29605,"CS2873","13-Jun-12",99
"6733",29611,29611,"CS2881","16-Oct-11",65
"6734",29613,29613,"CS1275","03-Nov-12",72
"6735",29621,29621,"CS3454","26-Jul-14",49
"6736",29647,29647,"CS2148","18-Oct-11",41
"6737",29651,29651,"CS5260","01-Dec-13",97
"6738",29654,29654,"CS2442","21-Jul-14",36
"6739",29659,29659,"CS5687","18-Jul-13",78
"6740",29662,29662,"CS5942","30-Sep-12",51
"6741",29665,29665,"CS2302","09-Dec-11",68
"6742",29667,29667,"CS5516","26-Apr-14",49
"6743",29670,29670,"CS1328","14-May-13",55
"6744",29675,29675,"CS2026","04-Mar-13",94
"6745",29677,29677,"CS4491","13-Jan-15",77
"6746",29683,29683,"CS3510","08-Oct-13",87
"6747",29687,29687,"CS2720","23-Aug-11",48
"6748",29701,29701,"CS3525","18-Jan-15",91
"6749",29706,29706,"CS1850","02-Jan-12",64
"6750",29717,29717,"CS6063","30-Dec-14",96
"6751",29718,29718,"CS5777","21-Feb-12",36
"6752",29721,29721,"CS3928","05-Apr-13",81
"6753",29722,29722,"CS2569","13-Dec-14",71
"6754",29724,29724,"CS4194","15-May-12",60
"6755",29726,29726,"CS1456","10-May-13",102
"6756",29727,29727,"CS3730","22-Oct-12",84
"6757",29730,29730,"CS4864","26-May-13",61
"6758",29733,29733,"CS3789","11-Jul-11",83
"6759",29734,29734,"CS5772","01-Nov-11",91
"6760",29740,29740,"CS4330","06-Aug-13",46
"6761",29756,29756,"CS4148","26-Feb-12",76
"6762",29757,29757,"CS3515","04-Oct-11",54
"6763",29762,29762,"CS5461","15-Feb-14",96
"6764",29763,29763,"CS2074","15-Mar-15",84
"6765",29771,29771,"CS1800","06-Dec-13",76
"6766",29772,29772,"CS3857","17-Nov-13",58
"6767",29774,29774,"CS5132","08-Nov-12",99
"6768",29777,29777,"CS3442","28-Jun-13",78
"6769",29784,29784,"CS3343","09-Apr-12",104
"6770",29785,29785,"CS5851","05-Apr-13",49
"6771",29789,29789,"CS1938","06-Apr-14",77
"6772",29791,29791,"CS5147","16-Jul-13",65
"6773",29794,29794,"CS3170","14-Oct-13",68
"6774",29800,29800,"CS5109","28-Mar-13",80
"6775",29805,29805,"CS2881","21-Apr-14",103
"6776",29829,29829,"CS1508","23-Dec-13",92
"6777",29831,29831,"CS5034","16-Sep-12",74
"6778",29834,29834,"CS5335","29-Sep-14",76
"6779",29843,29843,"CS2930","16-Feb-12",37
"6780",29848,29848,"CS3854","19-Mar-13",95
"6781",29849,29849,"CS3127","21-Sep-11",64
"6782",29858,29858,"CS1596","08-Aug-11",56
"6783",29860,29860,"CS2312","06-Jun-14",41
"6784",29861,29861,"CS5283","30-Sep-14",99
"6785",29866,29866,"CS3209","15-Jan-15",69
"6786",29867,29867,"CS5812","27-Jun-13",90
"6787",29877,29877,"CS5976","24-Nov-11",75
"6788",29879,29879,"CS4490","25-Jun-14",57
"6789",29882,29882,"CS2086","23-May-13",36
"6790",29889,29889,"CS4245","11-Oct-14",44
"6791",29894,29894,"CS4081","21-Dec-11",55
"6792",29897,29897,"CS3713","23-Feb-14",98
"6793",29903,29903,"CS2509","20-Jul-12",78
"6794",29904,29904,"CS5019","10-Jun-12",98
"6795",29905,29905,"CS4438","09-Nov-11",38
"6796",29908,29908,"CS4391","07-Jun-11",88
"6797",29912,29912,"CS2653","14-Dec-14",68
"6798",29914,29914,"CS5938","08-Dec-11",45
"6799",29919,29919,"CS1123","27-May-13",90
"6800",29926,29926,"CS2867","31-May-11",79
"6801",29935,29935,"CS6098","06-Mar-13",98
"6802",29941,29941,"CS3629","26-Jan-14",92
"6803",29945,29945,"CS3988","30-Oct-14",89
"6804",29950,29950,"CS4327","24-Sep-13",82
"6805",29952,29952,"CS3942","10-Mar-15",38
"6806",29953,29953,"CS2522","30-Aug-11",60
"6807",29958,29958,"CS2885","13-Aug-12",47
"6808",29962,29962,"CS1558","29-May-13",98
"6809",29964,29964,"CS1322","10-Sep-12",87
"6810",29976,29976,"CS5776","10-Apr-14",55
"6811",29982,29982,"CS3688","10-Dec-13",69
"6812",29988,29988,"CS2613","18-Feb-15",42
"6813",29995,29995,"CS2567","16-Jun-12",41
"6814",29996,29996,"CS2305","25-Aug-14",100
"6815",30012,30012,"CS3508","19-Mar-13",59
"6816",30022,30022,"CS3782","04-Mar-14",64
"6817",30028,30028,"CS5791","01-Jan-14",78
"6818",30029,30029,"CS3431","22-Nov-12",66
"6819",30038,30038,"CS2243","04-Jul-14",54
"6820",30039,30039,"CS6098","18-May-13",53
"6821",30046,30046,"CS3780","17-Nov-14",35
"6822",30053,30053,"CS1399","15-Jan-15",64
"6823",30057,30057,"CS5132","15-Dec-12",92
"6824",30061,30061,"CS4194","04-Jul-13",98
"6825",30064,30064,"CS2765","26-May-14",42
"6826",30069,30069,"CS4708","20-Oct-13",78
"6827",30079,30079,"CS1399","27-Dec-13",81
"6828",30080,30080,"CS3791","28-Apr-14",68
"6829",30083,30083,"CS3103","25-Aug-12",91
"6830",30090,30090,"CS2512","14-Dec-14",86
"6831",30094,30094,"CS4026","21-Oct-13",79
"6832",30095,30095,"CS5295","02-May-12",40
"6833",30096,30096,"CS2767","15-Mar-15",41
"6834",30101,30101,"CS5111","27-Oct-11",93
"6835",30102,30102,"CS4649","02-Mar-12",81
"6836",30105,30105,"CS3466","22-Sep-14",101
"6837",30107,30107,"CS4282","06-May-14",73
"6838",30111,30111,"CS5909","28-Aug-13",70
"6839",30116,30116,"CS2473","30-Jan-15",45
"6840",30120,30120,"CS3945","20-Feb-14",45
"6841",30123,30123,"CS5046","28-Jan-12",43
"6842",30133,30133,"CS4077","25-Mar-12",47
"6843",30134,30134,"CS4593","22-Jul-12",97
"6844",30135,30135,"CS2892","04-Dec-12",93
"6845",30151,30151,"CS1588","13-Jan-12",62
"6846",30153,30153,"CS2168","19-Nov-13",93
"6847",30161,30161,"CS3957","07-Jun-13",74
"6848",30163,30163,"CS1862","07-Jan-13",99
"6849",30177,30177,"CS4688","15-Dec-14",80
"6850",30193,30193,"CS4738","11-Jan-15",64
"6851",30195,30195,"CS3754","13-Mar-13",54
"6852",30197,30197,"CS5757","27-Mar-12",96
"6853",30201,30201,"CS4732","24-Mar-14",73
"6854",30204,30204,"CS5630","06-Jun-11",56
"6855",30206,30206,"CS4320","06-Aug-13",77
"6856",30209,30209,"CS6085","12-Sep-14",91
"6857",30218,30218,"CS2693","07-Feb-14",72
"6858",30253,30253,"CS1327","23-Jan-15",69
"6859",30256,30256,"CS4723","01-Nov-14",74
"6860",30257,30257,"CS1596","26-Apr-14",59
"6861",30258,30258,"CS3165","12-May-14",73
"6862",30260,30260,"CS3454","04-Mar-12",74
"6863",30265,30265,"CS2447","09-Mar-14",60
"6864",30274,30274,"CS3157","22-Apr-14",94
"6865",30286,30286,"CS3276","12-Jun-11",103
"6866",30289,30289,"CS2615","24-Sep-14",52
"6867",30292,30292,"CS1398","07-Jul-13",36
"6868",30293,30293,"CS2712","22-Apr-13",68
"6869",30306,30306,"CS5676","29-Oct-11",51
"6870",30310,30310,"CS2930","28-Oct-13",102
"6871",30313,30313,"CS1255","01-Apr-13",43
"6872",30314,30314,"CS4960","28-Jun-11",50
"6873",30322,30322,"CS4428","24-May-12",98
"6874",30323,30323,"CS5489","05-Feb-15",40
"6875",30343,30343,"CS6024","06-Nov-13",75
"6876",30346,30346,"CS1275","19-Jun-12",104
"6877",30350,30350,"CS3100","22-Oct-14",91
"6878",30352,30352,"CS3071","30-May-11",89
"6879",30367,30367,"CS2502","06-Sep-14",74
"6880",30371,30371,"CS5975","18-Jan-14",69
"6881",30375,30375,"CS4176","28-Jun-11",64
"6882",30378,30378,"CS6084","31-Jan-14",77
"6883",30379,30379,"CS4893","20-Jul-14",59
"6884",30380,30380,"CS3154","14-Sep-13",78
"6885",30388,30388,"CS1588","06-Jun-13",82
"6886",30389,30389,"CS5227","31-Dec-12",83
"6887",30404,30404,"CS2313","20-Jun-12",49
"6888",30408,30408,"CS5815","27-Feb-13",37
"6889",30412,30412,"CS5264","22-Mar-12",97
"6890",30417,30417,"CS2313","24-Aug-11",101
"6891",30426,30426,"CS2312","27-Nov-14",88
"6892",30428,30428,"CS4600","22-May-12",103
"6893",30431,30431,"CS5563","11-Jun-13",53
"6894",30436,30436,"CS5465","20-Jan-15",84
"6895",30444,30444,"CS4174","05-Feb-13",99
"6896",30449,30449,"CS4735","17-Aug-11",90
"6897",30452,30452,"CS2251","29-Nov-11",67
"6898",30455,30455,"CS2653","24-May-11",102
"6899",30458,30458,"CS3373","25-Feb-15",46
"6900",30461,30461,"CS2873","20-Jul-11",92
"6901",30462,30462,"CS4299","05-Aug-14",51
"6902",30464,30464,"CS5516","31-Jan-12",38
"6903",30466,30466,"CS5345","05-Jan-15",91
"6904",30467,30467,"CS1195","20-Jul-14",86
"6905",30472,30472,"CS2416","11-Mar-15",54
"6906",30475,30475,"CS1930","05-Apr-12",56
"6907",30480,30480,"CS5225","24-Aug-11",50
"6908",30483,30483,"CS1259","23-Feb-14",103
"6909",30484,30484,"CS2469","11-Sep-11",75
"6910",30485,30485,"CS4041","14-Mar-13",35
"6911",30499,30499,"CS1626","25-Apr-12",74
"6912",30500,30500,"CS3888","23-Jun-14",101
"6913",30501,30501,"CS4830","29-Apr-14",61
"6914",30504,30504,"CS1488","11-Dec-11",51
"6915",30508,30508,"CS2104","27-Jan-15",71
"6916",30518,30518,"CS5147","10-Aug-11",105
"6917",30527,30527,"CS2493","22-Oct-13",72
"6918",30529,30529,"CS2269","27-Dec-14",64
"6919",30536,30536,"CS1609","09-Nov-13",48
"6920",30547,30547,"CS5382","19-Apr-13",98
"6921",30556,30556,"CS3901","15-Jun-13",51
"6922",30559,30559,"CS3581","07-Mar-12",73
"6923",30563,30563,"CS5812","08-Sep-13",47
"6924",30567,30567,"CS2368","03-Jun-12",83
"6925",30573,30573,"CS2294","05-Jan-12",100
"6926",30579,30579,"CS3026","12-Apr-13",41
"6927",30590,30590,"CS3426","23-Oct-13",45
"6928",30594,30594,"CS2578","05-May-14",67
"6929",30597,30597,"CS6087","31-Dec-11",82
"6930",30600,30600,"CS2462","17-Jul-14",60
"6931",30601,30601,"CS5484","04-Jun-13",55
"6932",30607,30607,"CS2312","04-Oct-13",66
"6933",30610,30610,"CS5659","09-Jul-11",67
"6934",30619,30619,"CS4237","16-Jan-15",66
"6935",30620,30620,"CS2548","14-Jul-11",78
"6936",30628,30628,"CS3676","03-Jun-11",55
"6937",30638,30638,"CS2662","04-Jan-15",49
"6938",30639,30639,"CS4853","05-Mar-13",100
"6939",30640,30640,"CS4527","10-Oct-11",65
"6940",30646,30646,"CS4581","18-Jan-15",100
"6941",30659,30659,"CS4346","12-Apr-13",50
"6942",30661,30661,"CS1416","12-Dec-11",83
"6943",30662,30662,"CS2333","15-Aug-12",38
"6944",30665,30665,"CS3396","05-May-12",66
"6945",30670,30670,"CS5704","26-Jul-14",84
"6946",30694,30694,"CS4267","25-Oct-13",48
"6947",30695,30695,"CS5547","17-Mar-14",36
"6948",30704,30704,"CS1752","27-Jan-12",86
"6949",30711,30711,"CS3981","05-Jan-13",91
"6950",30731,30731,"CS5104","27-Mar-14",67
"6951",30736,30736,"CS3165","27-May-13",44
"6952",30742,30742,"CS3071","25-Oct-12",36
"6953",30743,30743,"CS4798","21-Feb-15",47
"6954",30744,30744,"CS4109","18-May-13",90
"6955",30745,30745,"CS2226","22-Feb-15",67
"6956",30749,30749,"CS5148","27-Jun-13",49
"6957",30751,30751,"CS2149","30-Oct-11",99
"6958",30758,30758,"CS3598","28-Aug-13",41
"6959",30759,30759,"CS2653","30-Oct-12",61
"6960",30761,30761,"CS4371","20-Sep-14",83
"6961",30773,30773,"CS5742","06-May-12",81
"6962",30774,30774,"CS5129","28-Mar-13",74
"6963",30777,30777,"CS3472","23-Jun-11",46
"6964",30779,30779,"CS4074","01-Feb-13",65
"6965",30795,30795,"CS2087","19-Oct-13",53
"6966",30803,30803,"CS5815","06-Jan-15",76
"6967",30822,30822,"CS2607","18-Apr-14",87
"6968",30832,30832,"CS4102","11-Sep-14",41
"6969",30837,30837,"CS2312","21-Dec-12",50
"6970",30838,30838,"CS3815","20-Jul-12",96
"6971",30844,30844,"CS3652","10-May-12",78
"6972",30845,30845,"CS6087","17-Mar-12",42
"6973",30849,30849,"CS5719","01-Oct-12",52
"6974",30856,30856,"CS3819","24-Oct-12",73
"6975",30857,30857,"CS4924","03-Apr-12",73
"6976",30861,30861,"CS3158","10-Aug-11",97
"6977",30871,30871,"CS2816","29-Nov-13",49
"6978",30885,30885,"CS5821","18-May-11",97
"6979",30898,30898,"CS2357","07-Sep-13",76
"6980",30899,30899,"CS1678","07-Apr-14",88
"6981",30901,30901,"CS4244","01-Aug-13",105
"6982",30903,30903,"CS2311","18-Oct-12",43
"6983",30906,30906,"CS3525","14-Jun-13",38
"6984",30917,30917,"CS1639","02-Feb-15",37
"6985",30923,30923,"CS3400","02-May-13",49
"6986",30928,30928,"CS3021","24-Sep-11",77
"6987",30932,30932,"CS4288","27-Oct-13",70
"6988",30933,30933,"CS2332","28-Apr-12",48
"6989",30936,30936,"CS5894","17-Dec-12",50
"6990",30945,30945,"CS1746","03-Apr-12",67
"6991",30951,30951,"CS4960","07-Jan-12",85
"6992",30952,30952,"CS1273","13-Dec-14",94
"6993",30958,30958,"CS5894","16-Jul-11",87
"6994",30961,30961,"CS4738","30-Apr-14",71
"6995",30964,30964,"CS6084","04-Dec-11",98
"6996",30965,30965,"CS5522","21-Dec-14",84
"6997",30966,30966,"CS5971","21-Jul-12",89
"6998",30969,30969,"CS5761","31-Aug-11",60
"6999",30974,30974,"CS3569","29-Jul-12",99
"7000",30981,30981,"CS4993","10-Oct-14",102
"7001",30985,30985,"CS4203","15-Feb-13",65
"7002",30989,30989,"CS1533","18-Nov-14",79
"7003",30991,30991,"CS5402","19-Jan-13",94
"7004",30993,30993,"CS2729","03-Sep-13",70
"7005",30997,30997,"CS4111","14-Jul-11",53
"7006",31012,31012,"CS3424","07-Aug-11",77
"7007",31013,31013,"CS5408","14-Feb-13",66
"7008",31014,31014,"CS4200","07-Oct-13",62
"7009",31019,31019,"CS2979","09-Jan-14",84
"7010",31030,31030,"CS2867","21-Jun-11",44
"7011",31041,31041,"CS1624","21-Oct-11",96
"7012",31042,31042,"CS3355","31-Aug-14",97
"7013",31046,31046,"CS3466","31-Jul-12",54
"7014",31063,31063,"CS4904","14-May-12",35
"7015",31072,31072,"CS2522","29-Aug-12",80
"7016",31086,31086,"CS4509","29-Aug-11",73
"7017",31091,31091,"CS4050","18-Aug-11",60
"7018",31092,31092,"CS4849","13-Mar-12",93
"7019",31093,31093,"CS1673","22-Aug-13",53
"7020",31096,31096,"CS1883","27-Feb-13",53
"7021",31099,31099,"CS1752","07-Aug-11",78
"7022",31109,31109,"CS4424","28-Oct-14",86
"7023",31110,31110,"CS5942","19-Jul-12",79
"7024",31115,31115,"CS4653","27-May-13",89
"7025",31120,31120,"CS3400","09-Apr-14",85
"7026",31126,31126,"CS4581","12-Mar-13",87
"7027",31129,31129,"CS3475","25-Oct-13",56
"7028",31136,31136,"CS1683","07-Feb-13",65
"7029",31140,31140,"CS5068","05-Sep-13",48
"7030",31143,31143,"CS5709","19-May-13",79
"7031",31147,31147,"CS5803","24-Jul-13",77
"7032",31151,31151,"CS5757","18-Dec-12",37
"7033",31154,31154,"CS3317","09-May-14",87
"7034",31181,31181,"CS5305","25-Sep-12",72
"7035",31183,31183,"CS4103","04-Apr-12",81
"7036",31184,31184,"CS2898","10-Jan-14",80
"7037",31192,31192,"CS3076","12-Oct-13",79
"7038",31195,31195,"CS1590","13-Dec-11",69
"7039",31197,31197,"CS4141","28-Oct-11",86
"7040",31198,31198,"CS4569","12-Aug-11",68
"7041",31212,31212,"CS4859","31-Dec-13",78
"7042",31219,31219,"CS5724","20-Jul-11",88
"7043",31231,31231,"CS2507","03-Jun-13",94
"7044",31235,31235,"CS1195","28-Jul-14",73
"7045",31243,31243,"CS4438","08-Jul-12",58
"7046",31247,31247,"CS5019","27-Sep-14",44
"7047",31254,31254,"CS5147","06-Jul-13",35
"7048",31263,31263,"CS3127","28-Jun-12",78
"7049",31264,31264,"CS4237","12-May-13",83
"7050",31277,31277,"CS4779","04-Apr-14",101
"7051",31283,31283,"CS2776","12-Jan-13",96
"7052",31287,31287,"CS2845","30-Apr-13",69
"7053",31291,31291,"CS2312","27-Feb-14",99
"7054",31293,31293,"CS1930","13-Jun-14",70
"7055",31294,31294,"CS2837","17-Aug-11",105
"7056",31298,31298,"CS5499","01-Aug-11",87
"7057",31307,31307,"CS2232","02-Jan-12",76
"7058",31309,31309,"CS5489","02-Sep-14",66
"7059",31315,31315,"CS2962","28-Aug-13",58
"7060",31326,31326,"CS6072","04-Jan-15",53
"7061",31334,31334,"CS2653","27-Sep-11",44
"7062",31337,31337,"CS4708","12-Jan-14",86
"7063",31346,31346,"CS2934","16-Sep-14",78
"7064",31347,31347,"CS5791","13-Apr-13",78
"7065",31350,31350,"CS5620","03-Nov-11",85
"7066",31358,31358,"CS1883","24-Aug-14",44
"7067",31359,31359,"CS3810","31-May-14",63
"7068",31366,31366,"CS5490","19-Feb-14",42
"7069",31384,31384,"CS1930","28-Apr-12",92
"7070",31392,31392,"CS4050","27-Mar-12",67
"7071",31393,31393,"CS1322","22-Nov-12",49
"7072",31394,31394,"CS2720","03-Sep-14",36
"7073",31396,31396,"CS5971","10-May-12",48
"7074",31399,31399,"CS2305","04-Oct-13",85
"7075",31401,31401,"CS3477","24-Oct-14",93
"7076",31415,31415,"CS5488","10-Apr-14",88
"7077",31417,31417,"CS5760","28-Nov-14",60
"7078",31422,31422,"CS4043","13-Dec-11",41
"7079",31423,31423,"CS2149","20-Jun-11",50
"7080",31426,31426,"CS5742","08-Jan-15",91
"7081",31428,31428,"CS1171","21-Aug-14",82
"7082",31438,31438,"CS4763","15-Nov-14",46
"7083",31453,31453,"CS5623","24-Nov-11",74
"7084",31454,31454,"CS2771","05-Jun-13",51
"7085",31455,31455,"CS3073","20-Aug-13",89
"7086",31458,31458,"CS1270","17-Feb-15",89
"7087",31470,31470,"CS5640","07-Feb-13",66
"7088",31477,31477,"CS2418","13-Sep-11",75
"7089",31479,31479,"CS5063","13-Sep-11",55
"7090",31483,31483,"CS4227","05-Aug-14",82
"7091",31493,31493,"CS1871","25-Jun-12",49
"7092",31498,31498,"CS5376","19-Jul-12",69
"7093",31499,31499,"CS5275","18-Mar-12",38
"7094",31505,31505,"CS1862","25-Feb-14",35
"7095",31508,31508,"CS1697","25-Mar-14",68
"7096",31512,31512,"CS2302","28-Sep-14",105
"7097",31516,31516,"CS2269","13-Sep-12",68
"7098",31525,31525,"CS3347","09-Sep-14",39
"7099",31527,31527,"CS1343","01-Nov-11",77
"7100",31549,31549,"CS2149","27-May-12",41
"7101",31556,31556,"CS4349","22-Feb-14",53
"7102",31564,31564,"CS4181","13-Sep-13",52
"7103",31574,31574,"CS4074","26-Nov-14",71
"7104",31595,31595,"CS3581","30-Dec-13",103
"7105",31603,31603,"CS1890","28-Dec-11",72
"7106",31623,31623,"CS2434","27-Jul-11",52
"7107",31624,31624,"CS5427","08-Sep-14",101
"7108",31628,31628,"CS5690","28-Feb-12",70
"7109",31629,31629,"CS5155","15-Mar-12",73
"7110",31635,31635,"CS5552","13-Apr-14",93
"7111",31636,31636,"CS1235","30-Jul-13",62
"7112",31638,31638,"CS4079","07-Feb-14",97
"7113",31641,31641,"CS2234","03-Oct-13",88
"7114",31644,31644,"CS5275","07-Jun-13",62
"7115",31655,31655,"CS6001","22-Jun-13",39
"7116",31657,31657,"CS5182","02-Jul-14",48
"7117",31658,31658,"CS4892","05-Feb-12",39
"7118",31659,31659,"CS2516","03-Mar-13",99
"7119",31663,31663,"CS1549","29-Jul-12",74
"7120",31668,31668,"CS1415","02-Feb-12",72
"7121",31672,31672,"CS4285","16-Feb-15",75
"7122",31677,31677,"CS5359","13-Mar-14",64
"7123",31686,31686,"CS1133","31-Oct-12",79
"7124",31688,31688,"CS5299","21-Sep-11",92
"7125",31692,31692,"CS1776","21-Sep-13",85
"7126",31694,31694,"CS2246","13-Jun-11",83
"7127",31713,31713,"CS2615","15-Oct-12",56
"7128",31714,31714,"CS1891","31-May-11",99
"7129",31715,31715,"CS5565","20-Feb-14",66
"7130",31718,31718,"CS2531","16-Apr-14",92
"7131",31720,31720,"CS3796","25-May-14",82
"7132",31724,31724,"CS1906","07-Jun-12",104
"7133",31729,31729,"CS3617","16-Feb-15",87
"7134",31731,31731,"CS2197","11-Nov-13",93
"7135",31741,31741,"CS5182","21-Nov-12",57
"7136",31745,31745,"CS3454","29-Dec-12",51
"7137",31754,31754,"CS6072","28-Oct-13",45
"7138",31761,31761,"CS3343","14-Nov-14",78
"7139",31763,31763,"CS2837","11-Jun-11",74
"7140",31767,31767,"CS2269","10-Mar-15",75
"7141",31780,31780,"CS3652","31-Aug-12",46
"7142",31788,31788,"CS3683","15-Apr-13",88
"7143",31793,31793,"CS3251","11-Mar-13",64
"7144",31799,31799,"CS1562","05-Aug-13",83
"7145",31802,31802,"CS4160","11-Sep-12",93
"7146",31815,31815,"CS5468","10-Aug-13",47
"7147",31826,31826,"CS2294","25-May-13",87
"7148",31827,31827,"CS5264","21-Feb-15",85
"7149",31844,31844,"CS1558","31-Aug-11",48
"7150",31853,31853,"CS2435","16-Sep-14",98
"7151",31858,31858,"CS5516","21-Mar-14",60
"7152",31860,31860,"CS5169","28-Jan-12",60
"7153",31884,31884,"CS3237","09-Jun-13",68
"7154",31887,31887,"CS2243","24-Nov-11",100
"7155",31891,31891,"CS1624","18-Jan-13",53
"7156",31896,31896,"CS2942","06-Nov-11",101
"7157",31903,31903,"CS5245","08-Aug-11",105
"7158",31905,31905,"CS3404","11-Dec-13",97
"7159",31910,31910,"CS1673","03-Sep-12",38
"7160",31915,31915,"CS1673","05-May-13",91
"7161",31917,31917,"CS1249","01-Oct-12",104
"7162",31924,31924,"CS3074","17-Jun-11",104
"7163",31925,31925,"CS2809","09-Nov-13",104
"7164",31939,31939,"CS3207","09-Feb-15",81
"7165",31940,31940,"CS3960","20-Sep-12",85
"7166",31942,31942,"CS3692","06-Oct-14",69
"7167",31949,31949,"CS1609","27-Jan-14",84
"7168",31950,31950,"CS5275","28-Jan-13",74
"7169",31964,31964,"CS5132","29-Sep-14",72
"7170",31966,31966,"CS4645","14-Dec-14",73
"7171",31968,31968,"CS1332","05-Feb-14",103
"7172",31982,31982,"CS3692","19-Jan-15",82
"7173",31987,31987,"CS5171","19-May-11",41
"7174",31988,31988,"CS2592","10-Feb-14",62
"7175",31989,31989,"CS1770","08-Dec-11",40
"7176",31993,31993,"CS2703","28-May-12",105
"7177",31995,31995,"CS1194","26-Jan-14",92
"7178",32001,32001,"CS5245","24-Mar-14",95
"7179",32003,32003,"CS1472","25-Jun-11",55
"7180",32006,32006,"CS1883","01-Feb-13",94
"7181",32018,32018,"CS5690","11-Sep-13",100
"7182",32022,32022,"CS5490","22-Jun-13",99
"7183",32026,32026,"CS5776","29-Jun-14",102
"7184",32031,32031,"CS3359","17-Jan-12",55
"7185",32034,32034,"CS1447","15-Mar-13",85
"7186",32039,32039,"CS3572","22-Jul-11",62
"7187",32041,32041,"CS3632","29-Jan-13",87
"7188",32042,32042,"CS4738","11-Feb-12",89
"7189",32043,32043,"CS3104","24-Sep-14",73
"7190",32044,32044,"CS2366","01-May-14",72
"7191",32045,32045,"CS1909","17-Aug-13",92
"7192",32048,32048,"CS4412","25-Oct-14",64
"7193",32068,32068,"CS3073","26-Jun-11",65
"7194",32069,32069,"CS2962","05-Jan-13",85
"7195",32076,32076,"CS4353","20-Mar-12",72
"7196",32078,32078,"CS4637","15-Jul-14",69
"7197",32080,32080,"CS6098","13-Aug-13",46
"7198",32081,32081,"CS2603","15-Oct-14",78
"7199",32082,32082,"CS5994","08-Jul-14",56
"7200",32087,32087,"CS4327","12-Aug-11",43
"7201",32109,32109,"CS5260","14-Oct-12",54
"7202",32112,32112,"CS1890","11-May-13",97
"7203",32119,32119,"CS2899","02-Feb-15",71
"7204",32121,32121,"CS2613","10-Jul-11",84
"7205",32122,32122,"CS5245","11-Mar-13",42
"7206",32127,32127,"CS6018","21-Feb-15",83
"7207",32131,32131,"CS3137","21-Jun-14",105
"7208",32132,32132,"CS4343","17-Sep-12",84
"7209",32147,32147,"CS4243","02-Dec-11",70
"7210",32150,32150,"CS4181","05-Mar-12",94
"7211",32152,32152,"CS1316","31-Dec-13",104
"7212",32158,32158,"CS3942","09-Jun-13",39
"7213",32169,32169,"CS4627","27-Nov-14",69
"7214",32174,32174,"CS2748","23-Oct-14",104
"7215",32177,32177,"CS5109","10-Aug-11",69
"7216",32178,32178,"CS2887","10-Dec-11",37
"7217",32183,32183,"CS6087","17-Mar-12",62
"7218",32187,32187,"CS4533","10-Jul-11",75
"7219",32188,32188,"CS5790","22-Mar-14",47
"7220",32189,32189,"CS2333","23-Apr-12",101
"7221",32191,32191,"CS3421","22-Apr-14",58
"7222",32193,32193,"CS5719","19-Nov-13",73
"7223",32196,32196,"CS4152","22-Apr-13",70
"7224",32202,32202,"CS3755","24-May-11",43
"7225",32211,32211,"CS1488","22-Sep-14",103
"7226",32230,32230,"CS5305","04-Jan-14",86
"7227",32231,32231,"CS5925","07-Jun-11",104
"7228",32232,32232,"CS1423","20-Jan-15",46
"7229",32236,32236,"CS5187","20-Oct-14",105
"7230",32238,32238,"CS3530","23-May-12",57
"7231",32244,32244,"CS3632","12-Aug-12",103
"7232",32245,32245,"CS4102","14-Apr-13",49
"7233",32262,32262,"CS5046","14-Nov-14",76
"7234",32264,32264,"CS2357","04-May-12",69
"7235",32279,32279,"CS4779","26-Apr-14",45
